Mac Prefix,Vendor Name,Private,Block Type,Last Update
64:07:8C,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,4/15/2024
7C:BA:C6,Solar Manager AG,FALSE,MA-L,4/15/2024
48:02:34,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,4/15/2024
78:29:AD,"NINGBO QIXIANG INFORMATION TECHNOLOGY CO., LTD",FALSE,MA-L,4/15/2024
78:07:8F,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,4/15/2024
30:9E:62,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,4/15/2024
0.810150463,INGRAM MICRO SERVICES,FALSE,MA-L,4/15/2024
2C:ED:89,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,4/15/2024
70:37:8E,Tianyi Telecom Terminals Company Limited,FALSE,MA-L,4/15/2024
80:05:18,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,4/15/2024
78:34:09,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,4/15/2024
A0:AD:62,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,4/15/2024
14:9A:A3,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,4/15/2024
5C:87:D8:B,Credo Diagnostics Biomedical Pte. Ltd. Taiwan branch(SINGAPORE),FALSE,MA-M,4/15/2024
5C:87:D8:6,"Shanghai Jianyi Technology Co., Ltd",FALSE,MA-M,4/15/2024
5C:87:D8:D,Zilia Technologies,FALSE,MA-M,4/15/2024
5C:87:D8:2,Freeus LLC,FALSE,MA-M,4/15/2024
5C:5A:4C:9,"Linktech Systerm Technology Co.,Ltd",FALSE,MA-M,4/15/2024
5C:5A:4C:4,"YIHUA COMMUNICATIONS(HUIZHOU)CO.,LTD",FALSE,MA-M,4/15/2024
5C:87:D8:E,"Beijing Townsky Technology Co.,Ltd",FALSE,MA-M,4/15/2024
8C:1F:64:E8:A,Changzhou MITO electronics Technology Co;LTD,FALSE,MA-S,4/15/2024
98:08:02,ORBIS BV,FALSE,MA-L,4/16/2024
38:1B:9E,"Qingdao Intelligent&Precise Electronics Co.,Ltd.",FALSE,MA-L,4/16/2024
C8:71:1F,"SUZHOU TESIEN TECHNOLOGY CO., LTD.",FALSE,MA-L,4/16/2024
D8:D2:61,"GD Midea Air-Conditioning Equipment Co.,Ltd.",FALSE,MA-L,4/16/2024
84:65:2B,Donaldson Company,FALSE,MA-L,4/16/2024
58:DB:09,"Quectel Wireless Solutions Co.,Ltd.",FALSE,MA-L,4/16/2024
5C:5A:4C:3,Ferroamp AB (publ),FALSE,MA-M,4/16/2024
5C:5A:4C:1,Orchid Products Limited,FALSE,MA-M,4/16/2024
8C:1F:64:E1:5,Panascais ehf.,FALSE,MA-S,4/16/2024
10:C0:D5,HOLOEYE Photonics AG,FALSE,MA-L,4/17/2024
5C:5A:4C:2,ITS Partner (O.B.S) S.L.,FALSE,MA-M,4/17/2024
5C:5A:4C:A,"Chengdu Skysoft Info&Tech Co.,Ltd.",FALSE,MA-M,4/17/2024
8C:1F:64:D7:0,Beyond Laser Systems LLC,FALSE,MA-S,4/17/2024
6C:B3:4D,SharkNinja Operating LLC,FALSE,MA-L,4/18/2024
D4:3B:8A,"Shenzhen Zhide technology Co., LTD",FALSE,MA-L,4/18/2024
8C:1F:64:58:0,"SAKURA SEIKI Co., Ltd.",FALSE,MA-S,4/18/2024
8C:1F:64:52:4,Aski Industrie Elektronik GmbH,FALSE,MA-S,4/18/2024
8C:1F:64:A9:2,"Agrology, PBC",FALSE,MA-S,4/18/2024
58:79:E0,"Samsung Electronics Co.,Ltd",FALSE,MA-L,4/19/2024
C4:77:64,"Samsung Electronics Co.,Ltd",FALSE,MA-L,4/19/2024
E4:5E:CC,Juniper Networks,FALSE,MA-L,4/19/2024
74:29:72,Juniper Networks,FALSE,MA-L,4/19/2024
28:6B:5C,"Cisco Systems, Inc",FALSE,MA-L,4/19/2024
60:7F:CB,"Samsung Electronics Co.,Ltd",FALSE,MA-L,4/19/2024
28:AF:21,zte corporation,FALSE,MA-L,4/19/2024
C0:7A:D6,"Samsung Electronics Co.,Ltd",FALSE,MA-L,4/19/2024
0C:32:3A,"Samsung Electronics Co.,Ltd",FALSE,MA-L,4/19/2024
D0:56:FB,"Samsung Electronics Co.,Ltd",FALSE,MA-L,4/19/2024
E4:92:82,"Samsung Electronics Co.,Ltd",FALSE,MA-L,4/19/2024
EC:72:5B,zte corporation,FALSE,MA-L,4/19/2024
94:0D:4B,"Cisco Systems, Inc",FALSE,MA-L,4/19/2024
04:E3:87,"Cisco Systems, Inc",FALSE,MA-L,4/19/2024
24:7C:46,FLEXTRONICS TECHNOLOGIES MEXICO S DE RL DE CV,FALSE,MA-L,4/19/2024
8C:12:C2,GLBB Japan,FALSE,MA-L,4/19/2024
B8:E9:24,"Mellanox Technologies, Inc.",FALSE,MA-L,4/19/2024
C4:70:BD,"Mellanox Technologies, Inc.",FALSE,MA-L,4/19/2024
BC:41:A0,zte corporation,FALSE,MA-L,4/19/2024
90:CB:A3,TECNO MOBILE LIMITED,FALSE,MA-L,4/19/2024
8C:C5:D0,"Samsung Electronics Co.,Ltd",FALSE,MA-L,4/19/2024
78:B6:FE,"Samsung Electronics Co.,Ltd",FALSE,MA-L,4/19/2024
08:02:3C,"Samsung Electronics Co.,Ltd",FALSE,MA-L,4/19/2024
9C:CE:88,"Ruijie Networks Co.,LTD",FALSE,MA-L,4/19/2024
28:B5:91,"Cisco Systems, Inc",FALSE,MA-L,4/19/2024
5C:5A:4C:8,"Spot AI, Inc.",FALSE,MA-M,4/19/2024
5C:5A:4C:5,Annapurna labs,FALSE,MA-M,4/19/2024
8C:1F:64:7E:F,SAXOGY POWER ELECTRONICS GmbH,FALSE,MA-S,4/19/2024
8C:1F:64:4A:7,Potter Electric Signal Co. LLC,FALSE,MA-S,4/19/2024
8C:1F:64:11:6,Sicon srl,FALSE,MA-S,4/19/2024
14:6C:27,"Dongguan Liesheng Electronic Co., Ltd.",FALSE,MA-L,4/20/2024
8C:1F:64:A0:6,"secutech Co.,Ltd.",FALSE,MA-S,4/20/2024
8C:1F:64:3B:D,Oriux,FALSE,MA-S,4/20/2024
F0:09:0D,TP-Link Systems Inc,FALSE,MA-L,3/26/2025
5C:5A:4C:B,ESME SOLUTIONS,FALSE,MA-M,4/22/2024
5C:5A:4C:D,"Aeva, Inc.",FALSE,MA-M,4/22/2024
5C:5A:4C:0,"Jinchuan Group Co.,Ltd",FALSE,MA-M,4/22/2024
5C:5A:4C:C,tarm AG,FALSE,MA-M,4/22/2024
8C:1F:64:D2:D,Eskomar Ltd.,FALSE,MA-S,4/22/2024
8C:1F:64:D1:1,Benetel,FALSE,MA-S,4/22/2024
8C:1F:64:C7:D,Glasson Electronics Ltd,FALSE,MA-S,4/22/2024
8C:1F:64:B4:F,Vaunix Technology Corporation,FALSE,MA-S,4/22/2024
8C:1F:64:75:C,American Energy Storage Innovations,FALSE,MA-S,4/23/2024
24:16:51,Chipsea Technologies (Shenzhen) Corp.,FALSE,MA-L,4/23/2024
54:FA:89,Medtronic CRM,FALSE,MA-L,4/23/2024
58:76:9C,Palo Alto Networks,FALSE,MA-L,4/23/2024
44:27:45,LG Innotek,FALSE,MA-L,4/23/2024
5C:5A:4C:6,"Shenzhen Sunsoont Technology Co.,Ltd",FALSE,MA-M,4/23/2024
5C:5A:4C:7,Ace Computers,FALSE,MA-M,4/24/2024
5C:15:C5,Shenzhen SSC Technology Co. Ltd,FALSE,MA-L,4/24/2024
B4:C5:56,"Shanghai Kenmyond Industrial Network Equipment Co., Ltd",FALSE,MA-L,4/24/2024
DC:EB:4D,"Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.",FALSE,MA-L,4/24/2024
5C:5A:4C:E,AI-RIDER CORPORATION,FALSE,MA-M,4/24/2024
8C:1F:64:4F:1,Abbott Diagnostics Technologies AS,FALSE,MA-S,4/24/2024
8C:1F:64:17:B,Bavaria Digital Technik GmbH,FALSE,MA-S,4/24/2024
A8:A9:13,GN Hearing A/S,FALSE,MA-L,4/25/2024
70:35:7B,"vivo Mobile Communication Co., Ltd.",FALSE,MA-L,4/25/2024
BC:29:78,Prama Hikvision India Private Limited,FALSE,MA-L,4/25/2024
F8:7A:39,IEEE Registration Authority,FALSE,MA-L,4/25/2024
38:7A:CC,SHENZHEN BILIAN ELECTRONIC CO.，LTD,FALSE,MA-L,4/25/2024
3C:A8:0A,"vivo Mobile Communication Co., Ltd.",FALSE,MA-L,4/25/2024
90:9F:22,Zyxel Communications Corporation,FALSE,MA-L,4/25/2024
F8:7A:39:C,Flextronics International Kft,FALSE,MA-M,4/25/2024
F8:7A:39:4,"Zsystem technology co.,",FALSE,MA-M,4/25/2024
F8:7A:39:6,Annapurna labs,FALSE,MA-M,4/25/2024
F8:7A:39:0,"HANGZHOU YONGXIE TECHNOLOGY CO., LTD",FALSE,MA-M,4/25/2024
F8:7A:39:3,Overview Limited,FALSE,MA-M,4/25/2024
14:23:F3,Broadcom Limited,FALSE,MA-L,4/26/2024
00:A4:1C,Tonly Technology Co. Ltd,FALSE,MA-L,4/26/2024
F8:7A:39:1,"Hangzhou Jiemu Electronic Technology Co.,Ltd",FALSE,MA-M,4/26/2024
9C:0E:51,Schneider Electric,FALSE,MA-L,4/26/2024
78:E6:1C,"Honor Device Co., Ltd.",FALSE,MA-L,4/26/2024
08:84:FB,"Honor Device Co., Ltd.",FALSE,MA-L,4/26/2024
B0:65:3A,"Murata Manufacturing Co., Ltd.",FALSE,MA-L,4/26/2024
84:9E:56,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,FALSE,MA-L,4/26/2024
F8:7A:39:A,FELTRIN INDUSTRIA E COMERCIO,FALSE,MA-M,4/26/2024
FC:B3:87,"Leapmotor (Jinhua) New Energy Vehicle Parts Technology Co., Ltd.",FALSE,MA-L,4/29/2024
78:EE:4C,Espressif Inc.,FALSE,MA-L,4/29/2024
04:94:E9,"FAXedge Technologies, LLC",FALSE,MA-L,4/29/2024
90:15:06,Espressif Inc.,FALSE,MA-L,4/29/2024
F8:7A:39:D,"Xiamen Tonmind Technology Co.,Ltd",FALSE,MA-M,4/29/2024
F8:7A:39:8,"Beijing Zhongyuan Yishang Technology Co.,LTD",FALSE,MA-M,4/29/2024
F8:7A:39:B,FuyanshengElectronicFujian Co.ltd,FALSE,MA-M,4/29/2024
8C:1F:64:71:5,INTERNET PROTOCOLO LOGICA SL,FALSE,MA-S,4/29/2024
8C:1F:64:A8:6,"Global Design Tech(ZS) Co.,Ltd",FALSE,MA-S,4/29/2024
24:9E:7D,"Beijing Roborock Technology Co., Ltd.",FALSE,MA-L,4/30/2024
F4:9E:CE,"Sena Technologies Co., Ltd.",FALSE,MA-L,4/30/2024
44:87:63,FN-LINK TECHNOLOGY Ltd.,FALSE,MA-L,4/30/2024
BC:94:24,TCT mobile ltd,FALSE,MA-L,4/30/2024
90:54:B7,Eltex Enterprise LTD,FALSE,MA-L,4/30/2024
F8:7A:39:2,"Total-one TECHNOLOGY CO., LTD.",FALSE,MA-M,4/30/2024
8C:1F:64:69:5,aeroLiFi GmbH,FALSE,MA-S,4/30/2024
C0:6C:0C,"Apple, Inc.",FALSE,MA-L,5/1/2024
AC:5C:2C,"Apple, Inc.",FALSE,MA-L,5/1/2024
C8:EE:D7,Lightspeed Technologies Inc.,FALSE,MA-L,5/1/2024
58:D1:5A,Texas Instruments,FALSE,MA-L,5/1/2024
1C:F6:4C,"Apple, Inc.",FALSE,MA-L,5/1/2024
50:F2:65,"Apple, Inc.",FALSE,MA-L,5/1/2024
9C:DA:A8,"Apple, Inc.",FALSE,MA-L,5/1/2024
EC:09:C9,Texas Instruments,FALSE,MA-L,5/1/2024
04:13:7A,"Apple, Inc.",FALSE,MA-L,5/1/2024
90:B7:90,"Apple, Inc.",FALSE,MA-L,5/1/2024
94:50:44,Texas Instruments,FALSE,MA-L,5/1/2024
70:F9:4A,"Apple, Inc.",FALSE,MA-L,5/1/2024
C8:84:4E,Flextronics International Kft,FALSE,MA-L,5/1/2024
34:10:5D,Texas Instruments,FALSE,MA-L,5/1/2024
4:47:07,Texas Instruments,FALSE,MA-L,5/1/2024
F0:D6:35,"Apple, Inc.",FALSE,MA-L,5/1/2024
30:30:D0,Texas Instruments,FALSE,MA-L,5/1/2024
14:BE:FC,"Nanjing Jiahao Technology Co., Ltd.",FALSE,MA-L,5/1/2024
90:5F:7A,"Apple, Inc.",FALSE,MA-L,5/1/2024
54:FE:EB,Texas Instruments,FALSE,MA-L,5/1/2024
F8:F5:8C,"Apple, Inc.",FALSE,MA-L,5/1/2024
7C:72:E7,Texas Instruments,FALSE,MA-L,5/1/2024
0C:85:E1,"Apple, Inc.",FALSE,MA-L,5/1/2024
3C:3B:77,"Apple, Inc.",FALSE,MA-L,5/1/2024
F4:A3:10,"Apple, Inc.",FALSE,MA-L,5/1/2024
8C:08:AA,"Apple, Inc.",FALSE,MA-L,5/1/2024
74:02:E1,Texas Instruments,FALSE,MA-L,5/1/2024
10:DA:63,"Apple, Inc.",FALSE,MA-L,5/1/2024
60:F5:49,"Apple, Inc.",FALSE,MA-L,5/1/2024
E8:4A:78,"Apple, Inc.",FALSE,MA-L,5/1/2024
A8:BA:25,Hewlett Packard Enterprise,FALSE,MA-L,5/1/2024
2C:CA:16,"Apple, Inc.",FALSE,MA-L,5/1/2024
14:14:7D,"Apple, Inc.",FALSE,MA-L,5/1/2024
5C:8A:AE,CHINA DRAGON TECHNOLOGY LIMITED,FALSE,MA-L,5/1/2024
F8:7A:39:9,Shenzhenshilemaikejiyouxiangongsi,FALSE,MA-M,5/1/2024
F8:7A:39:7,"Shenzhen Electron Technology Co., LTD.",FALSE,MA-M,5/1/2024
F8:7A:39:5,tatwah SA,FALSE,MA-M,5/1/2024
E0:1C:A7,Arista Networks,FALSE,MA-L,12/5/2024
F8:7A:39:E,"Cognosos, Inc.",FALSE,MA-M,5/2/2024
8C:1F:64:BB:9,SmartD Technologies Inc,FALSE,MA-S,5/2/2024
EC:5B:CD:D,ASHIDA Electronics Pvt. Ltd,FALSE,MA-M,5/2/2024
EC:5B:CD,IEEE Registration Authority,FALSE,MA-L,5/3/2024
44:16:90,"Wuxi Ranke Technology Co., Ltd.",FALSE,MA-L,5/3/2024
D8:3B:DA,Espressif Inc.,FALSE,MA-L,5/3/2024
7C:2C:67,Espressif Inc.,FALSE,MA-L,5/3/2024
EC:5B:CD:9,C&D Technologies,FALSE,MA-M,5/3/2024
EC:5B:CD:3,"Hefei BOE Vision-electronic Technology Co.,Ltd.",FALSE,MA-M,5/3/2024
8C:1F:64:C5:E,"YUYAMA MFG Co.,Ltd",FALSE,MA-S,5/3/2024
58:FC:E3,"Funshion Online Technologies Co.,Ltd",FALSE,MA-L,6/4/2025
0.433576389,"Barrot Technology Co.,LTD",FALSE,MA-L,5/6/2024
DC:69:B5,eero inc.,FALSE,MA-L,5/6/2024
EC:5B:CD:C,Quicklert Inc,FALSE,MA-M,5/6/2024
8C:1F:64:C9:6,"Smart Data (Shenzhen) Intelligent System Co., Ltd.",FALSE,MA-S,5/6/2024
8C:1F:64:02:2,Telica Telecom Private Limited,FALSE,MA-S,5/6/2024
20:3B:34,Xiaomi Communications Co Ltd,FALSE,MA-L,5/7/2024
0C:07:DF,Xiaomi Communications Co Ltd,FALSE,MA-L,5/7/2024
60:31:92,OVT India pvt Ltd,FALSE,MA-L,5/7/2024
C4:18:FC,"Cisco Systems, Inc",FALSE,MA-L,5/7/2024
38:2C:E5,Tuya Smart Inc.,FALSE,MA-L,5/7/2024
90:FB:5D,"Beijing Xiaomi Mobile Software Co., Ltd",FALSE,MA-L,5/7/2024
28:2E:89,Wistron Neweb Corporation,FALSE,MA-L,5/7/2024
20:DB:EA,"Cisco Systems, Inc",FALSE,MA-L,5/7/2024
48:A1:70,"Cisco Systems, Inc",FALSE,MA-L,5/7/2024
D0:AE:05,Xiaomi Communications Co Ltd,FALSE,MA-L,5/7/2024
E8:B7:23,"Shenzhen Vatilon Electronics Co.,Ltd",FALSE,MA-L,5/7/2024
C0:8A:60,AltoBeam Inc.,FALSE,MA-L,5/7/2024
C8:60:8F,"Cisco Systems, Inc",FALSE,MA-L,5/7/2024
EC:5B:CD:5,"Shenzhen Qunfang Technology Co., LTD.",FALSE,MA-M,5/7/2024
EC:5B:CD:A,CareSix Inc.,FALSE,MA-M,5/7/2024
8C:1F:64:56:1,Deep Detection / ESB01736990,FALSE,MA-S,5/7/2024
8C:1F:64:37:E,"SIDUS Solutions, LLC",FALSE,MA-S,5/7/2024
0C:EA:14,Ubiquiti Inc,FALSE,MA-L,5/8/2024
84:78:48,Ubiquiti Inc,FALSE,MA-L,5/8/2024
98:87:4C,SERVERCOM (INDIA) PRIVATE LIMITED,FALSE,MA-L,5/8/2024
1C:6A:1B,Ubiquiti Inc,FALSE,MA-L,5/8/2024
E8:22:81,"GD Midea Air-Conditioning Equipment Co.,Ltd.",FALSE,MA-L,5/8/2024
64:8B:9B,ALWAYS ON TECH PTE.LTD.,FALSE,MA-L,5/8/2024
A0:47:9B,PROCITEC GmbH,FALSE,MA-L,5/8/2024
0C:2A:6F,Silicon Laboratories,FALSE,MA-L,5/8/2024
4C:97:A1,Silicon Laboratories,FALSE,MA-L,5/8/2024
B0:3B:1B,Kontrolnext Technology (Beijing) Ltd.,FALSE,MA-L,5/8/2024
8C:1F:64:C4:5,Flextroincs International (Taiwain Ltd,FALSE,MA-S,5/8/2024
8C:1F:64:EF:D,"Novatera(Shenzhen)Technologies Co.,Ltd.",FALSE,MA-S,5/8/2024
8C:1F:64:66:E,Monnit Corporation,FALSE,MA-S,5/8/2024
8C:1F:64:BD:2,attocube systems AG,FALSE,MA-S,5/8/2024
8C:1F:64:19:5,VERIDAS Digital Authentication Solutions S.L,FALSE,MA-S,5/8/2024
20:05:B6,OpenWrt,FALSE,MA-L,5/9/2024
10:90:7D,"Funshion Online Technologies Co.,Ltd",FALSE,MA-L,5/9/2024
B8:C0:07,tickIoT Inc.,FALSE,MA-L,5/9/2024
EC:5B:CD:B,StepOver GmbH,FALSE,MA-M,5/9/2024
F0:AB:F3,"Fiberhome Telecommunication Technologies Co.,LTD",FALSE,MA-L,5/9/2024
7C:E7:12,"Quectel Wireless Solutions Co.,Ltd.",FALSE,MA-L,5/9/2024
B4:3D:6B,NXP Semiconductor (Tianjin) LTD.,FALSE,MA-L,5/9/2024
68:BF:6C,Arista Networks,FALSE,MA-L,5/9/2024
9C:A6:D8,"Fiberhome Telecommunication Technologies Co.,LTD",FALSE,MA-L,5/9/2024
24:F3:06,ITEL MOBILE LIMITED,FALSE,MA-L,5/9/2024
B4:1E:52,Flock Safety,FALSE,MA-L,5/9/2024
64:9C:F3,"Fiberhome Telecommunication Technologies Co.,LTD",FALSE,MA-L,5/9/2024
40:03:26,NXP Semiconductor (Tianjin) LTD.,FALSE,MA-L,5/9/2024
EC:5B:CD:2,Sfera Labs S.r.l.,FALSE,MA-M,5/9/2024
8C:1F:64:72:D,Hills Health Solutions,FALSE,MA-S,5/9/2024
8C:1F:64:58:5,"Shanghai DIDON Industry Co,. Ltd.",FALSE,MA-S,5/9/2024
8C:1F:64:3D:2,UVIRCO Technologies,FALSE,MA-S,5/9/2024
8C:1F:64:CB:6,ROWAN ELETTRONICA SRL,FALSE,MA-S,5/9/2024
34:CD:B0,Espressif Inc.,FALSE,MA-L,5/10/2024
74:C9:0F,Microchip Technologies Inc,FALSE,MA-L,5/10/2024
C0:5D:89,Espressif Inc.,FALSE,MA-L,5/10/2024
EC:5B:CD:7,Annapurna labs,FALSE,MA-M,5/10/2024
FC:AE:2B,Titan Products Ltd.,FALSE,MA-L,5/13/2024
50:26:D2,AVIRE Trading Limited,FALSE,MA-L,5/13/2024
10:90:FC,"Shenzhen DOOGEE Hengtong Technology CO.,LTD",FALSE,MA-L,5/13/2024
EC:5B:CD:0,DONG GUAN YUNG FU ELECTRONICS LTD.,FALSE,MA-M,5/13/2024
6C:D0:08,zte corporation,FALSE,MA-L,5/14/2024
4C:D7:C8,"Guangzhou V-Solution Telecommunication Technology Co.,Ltd.",FALSE,MA-L,5/14/2024
A4:29:02,"Hangzhou Hikvision Digital Technology Co.,Ltd.",FALSE,MA-L,5/14/2024
34:6E:68,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,5/14/2024
84:92:E5,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,5/14/2024
50:8C:C9,zte corporation,FALSE,MA-L,5/14/2024
38:28:35,zte corporation,FALSE,MA-L,5/14/2024
20:C2:B0,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,5/14/2024
6C:1D:2C,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,5/14/2024
C0:52:34,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,5/14/2024
94:24:53,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,5/14/2024
A0:0E:98,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,5/14/2024
BC:34:CA,INOVANCE,FALSE,MA-L,5/14/2024
34:96:71,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,5/14/2024
60:D5:61,"Shenzhen Glazero Technology Co., Ltd.",FALSE,MA-L,5/14/2024
78:99:12,Flyingvoice (HongKong) Technologies Limited,FALSE,MA-L,5/14/2024
F4:5B:29,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,5/14/2024
94:10:42,Fanox Electronic S.L.,FALSE,MA-L,5/14/2024
20:A2:00,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,5/14/2024
EC:5B:CD:1,Ingersoll Rand,FALSE,MA-M,5/14/2024
8C:1F:64:7F:2,AT-Automation Technology GmbH,FALSE,MA-S,5/14/2024
8C:1F:64:18:3,"NICE Total Cash Management Co., Ltd.",FALSE,MA-S,5/14/2024
8C:1F:64:D2:7,Taiv Inc,FALSE,MA-S,5/14/2024
90:28:F6,"Wuhan Yangtze Optical Technology CO.,Ltd.",FALSE,MA-L,5/15/2024
EC:5B:CD:6,"Jiangsu Fushi Electronic Technology Co., Ltd",FALSE,MA-M,5/15/2024
8C:1F:64:88:A,Longoo Limited,FALSE,MA-S,5/15/2024
B0:C2:C7,"Motorola Mobility LLC, a Lenovo Company",FALSE,MA-L,5/16/2024
B8:A2:5D,"Motorola Mobility LLC, a Lenovo Company",FALSE,MA-L,5/16/2024
CC:90:96,"Huawei Device Co., Ltd.",FALSE,MA-L,5/17/2024
2C:E2:D9,"Huawei Device Co., Ltd.",FALSE,MA-L,5/17/2024
CC:96:A2,"China Mobile Group Device Co.,Ltd.",FALSE,MA-L,5/17/2024
54:3D:60,Arcadyan Corporation,FALSE,MA-L,5/17/2024
74:12:13,"Linksys USA, Inc",FALSE,MA-L,5/17/2024
A0:0A:9A,"Huawei Device Co., Ltd.",FALSE,MA-L,5/17/2024
38:DE:35,"GUANGZHOU YUANDIANHE COMMUNICATION TECHNOLOGY CO.,LTD",FALSE,MA-L,5/17/2024
6C:82:43,"Huawei Device Co., Ltd.",FALSE,MA-L,5/17/2024
B4:76:A4,"Huawei Device Co., Ltd.",FALSE,MA-L,5/17/2024
2C:B7:A1,"Huawei Device Co., Ltd.",FALSE,MA-L,5/17/2024
58:B4:BB,"Ruijie Networks Co.,LTD",FALSE,MA-L,5/17/2024
04:4B:B1,"Huawei Device Co., Ltd.",FALSE,MA-L,5/17/2024
F0:D7:EE,"Huawei Device Co., Ltd.",FALSE,MA-L,5/17/2024
7C:68:B9,"Huawei Device Co., Ltd.",FALSE,MA-L,5/17/2024
0.05787037,"Huawei Device Co., Ltd.",FALSE,MA-L,5/17/2024
7C:A8:EC,Hewlett Packard Enterprise,FALSE,MA-L,5/17/2024
34:46:63:4,Luminys Systems Corporation,FALSE,MA-M,5/17/2024
EC:5B:CD:E,Autel Robotics USA LLC,FALSE,MA-M,5/17/2024
EC:5B:CD:8,Doosan Bobcat North America,FALSE,MA-M,5/17/2024
34:46:63:C,mirle automation corporation,FALSE,MA-M,5/17/2024
EC:5B:CD:4,"Green Solutions (Chengdu) Co., Ltd",FALSE,MA-M,5/17/2024
34:46:63:1,Chain Reaction Ltd,FALSE,MA-M,5/17/2024
8C:1F:64:85:E,Apen Group S.p.A.  (VAT IT08767740155),FALSE,MA-S,5/17/2024
8C:1F:64:D2:3,PLX Inc.,FALSE,MA-S,5/17/2024
8C:1F:64:E4:2,"Shenzhen Forddok Technology Co., Ltd",FALSE,MA-S,5/17/2024
8C:1F:64:2A:0,Connected Development,FALSE,MA-S,5/17/2024
8C:1F:64:98:D,Aksel sp. z o.o.,FALSE,MA-S,5/17/2024
34:46:63,IEEE Registration Authority,FALSE,MA-L,5/18/2024
68:51:34,Hewlett Packard Enterprise,FALSE,MA-L,5/20/2024
34:3D:7F,"Klipsch Group, Inc.",FALSE,MA-L,5/20/2024
94:B3:F7,"Hui Zhou Gaoshengda Technology Co.,LTD",FALSE,MA-L,5/20/2024
18:E2:04,"BEIJING COOLSHARK TECHNOLOGY CO.,LTD.",FALSE,MA-L,5/20/2024
B0:19:21,TP-Link Systems Inc,FALSE,MA-L,3/19/2025
7C:D4:4D,"Shanghai Moorewatt Energy Technology Co.,Ltd",FALSE,MA-L,5/20/2024
B4:E3:D0,LG Electronics,FALSE,MA-L,5/20/2024
F4:D0:A7,"Zhejiang Weilai Jingling Artificial Intelligence Technology Co., Ltd.",FALSE,MA-L,5/20/2024
34:46:63:0,"China Drive Electric Co.,Ltd（Zhe Jiang）",FALSE,MA-M,5/20/2024
34:46:63:A,"Shenzhen Shenhong Communication Technology Co., Ltd",FALSE,MA-M,5/20/2024
34:46:63:9,"Shenzhen C & D Electronics Co., Ltd.",FALSE,MA-M,5/20/2024
8C:1F:64:44:2,Potter Electric Signal Co. LLC,FALSE,MA-S,6/25/2025
8C:1F:64:02:1,Savant Group,FALSE,MA-S,5/20/2024
F0:CF:4D,BitRecords GmbH,FALSE,MA-L,5/21/2024
74:A5:C2,KYOCERA Corporation,FALSE,MA-L,5/21/2024
34:46:63:2,Amcrest Technologies,FALSE,MA-M,5/21/2024
34:46:63:7,"SHENZHEN HTFUTURE CO., LTD",FALSE,MA-M,5/21/2024
34:46:63:5,"Wuhan IDXLINK Technology Co., Ltd",FALSE,MA-M,5/21/2024
34:46:63:8,"Bluesoo Tech (HongKong) Co.,Limited",FALSE,MA-M,5/21/2024
8C:1F:64:85:7,roda computer GmbH,FALSE,MA-S,5/21/2024
8C:1F:64:2F:9,TSS COMPANY s.r.o.,FALSE,MA-S,5/21/2024
8C:1F:64:6B:F,Automata GmbH & Co. KG,FALSE,MA-S,5/21/2024
8C:1F:64:0D:F,Leidos,FALSE,MA-S,5/22/2024
58:1F:19,EMH Metering GmbH & Co. KG,FALSE,MA-L,5/24/2024
EC:55:4D,Private,FALSE,MA-L,5/24/2024
34:46:63:D,"HANGZHOU TASHI INTERNET OF THINGS TECHNOLOGY CO., LTD",FALSE,MA-M,5/24/2024
34:46:63:3,LA Clippers,FALSE,MA-M,5/24/2024
34:46:63:6,China Motor Corporation,FALSE,MA-M,5/24/2024
34:46:63:B,Grohe AG,FALSE,MA-M,5/24/2024
8C:1F:64:E3:F,TELETECH SERVICES,FALSE,MA-S,5/24/2024
8C:1F:64:44:A,Onbitel,FALSE,MA-S,5/24/2024
B8:48:EC,Private,FALSE,MA-L,5/24/2024
60:CF:84,ASUSTek COMPUTER INC.,FALSE,MA-L,5/24/2024
7C:A5:8F,"shenzhen Qikai Electronic Co., Ltd.",FALSE,MA-L,5/24/2024
